City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,port mathurin,-19.6833,63.4167,26.07,77,62,3.66,MU,1702250029
285,shitanjing,39.2342,106.3439,-3.31,44,63,2.83,CN,1702250030
286,hobyo,5.3505,48.5268,26.85,78,48,7.91,SO,1702250030
287,port macquarie,-31.4333,152.9167,28.83,59,1,5.69,AU,1702250031
288,siwa oasis,29.2041,25.5195,15.24,45,58,1.68,EG,1702250031
289,kaiyuan,23.6977,103.3037,12.32,89,0,1.37,CN,1702250032
290,manay,7.215,126.5397,26.83,77,17,2.88,PH,1702250033
291,haiku-pauwela,20.9219,-156.3051,31.01,45,40,4.63,US,1702249734
292,hit,33.6416,42.8251,16.66,57,100,2.35,IQ,1702250034
293,reggane,26.7158,0.1714,15.92,42,4,4.96,DZ,1702250035
294,bel ombre,-4.6167,55.4167,27.91,83,20,1.54,SC,1702250035
295,ad dilam,23.9915,47.1627,16.23,18,91,2.61,SA,1702250036
296,sidareja,-7.4846,108.7923,25.22,89,100,0.85,ID,1702250036
297,graham,47.0529,-122.2943,11.87,89,100,4.12,US,1702250037
298,puerto armuelles,8.2833,-82.8667,29.49,73,23,3.13,PA,1702250037
299,springbok,-29.6643,17.8865,15.76,45,0,2.11,ZA,1702250038
300,whitehorse,60.7161,-135.0538,-14.55,81,88,1.34,CA,1702249741
301,salinopolis,-0.6136,-47.3561,26.88,81,36,5.45,BR,1702250019
302,codrington,-38.2667,141.9667,16.52,79,100,7.84,AU,1702250027
303,la'ie,21.6477,-157.9253,28.98,72,22,4.47,US,1702250040
304,prince george,53.9166,-122.753,0.34,93,100,2.78,CA,1702249902
305,odienne,9.51,-7.5692,23.84,22,85,0.86,CI,1702249774
306,dryden,49.7833,-92.7503,-5.84,86,100,1.54,CA,1702250041
307,koulamoutou,-1.1303,12.4736,22.8,99,100,0.78,GA,1702250042
308,urzhar,47.093,81.6294,-6.63,58,100,0.91,KZ,1702250042
309,isna,25.2934,32.554,21.1,51,55,1.75,EG,1702250043
310,kone,-21.0595,164.8658,29.34,41,96,2.56,NC,1702250023
311,yigou,35.8114,114.3167,-3.7,93,100,5.88,CN,1702250044
312,cole harbour,44.6724,-63.4751,7.06,96,97,3.33,CA,1702250044
313,port lincoln,-34.7333,135.8667,17.2,92,100,8.28,AU,1702250045
314,puerto aysen,-45.4,-72.7,12.36,99,100,2.23,CL,1702250016
315,harstad,68.799,16.5293,-1.58,81,83,3.78,NO,1702250046
316,constitucion,-35.3333,-72.4167,15.15,77,46,4.72,CL,1702250047
317,ponta delgada,37.7333,-25.6667,18.44,88,20,5.66,PT,1702250047
318,gazli,40.1333,63.45,1.3,50,93,4.99,UZ,1702250048
319,choibalsan,48.0667,114.5,-24.75,87,100,1.06,MN,1702250048
320,san juan del sur,11.2529,-85.8705,27.12,94,75,2.06,NI,1702250049
321,koungheul,13.9833,-14.8,26.43,14,28,3.61,SN,1702250049
322,chicoana,-25.1009,-65.5331,18.03,80,100,0.76,AR,1702250050
323,utrik,11.2278,169.8474,27.32,77,63,9.53,MH,1702250050
324,lubuklinggau,-3.3,102.8667,22.4,96,99,1.22,ID,1702250051
325,winnemucca,40.973,-117.7357,7.03,33,0,0.0,US,1702250051
326,changling,44.2653,124.0005,-16.24,79,100,3.34,CN,1702250052
327,ciudad lazaro cardenas,17.9583,-102.2,27.91,66,100,1.53,MX,1702250052
328,juva,56.4368,57.9478,-27.57,98,23,1.97,RU,1702250053
329,carnarvon,-24.8667,113.6333,26.13,24,0,8.88,AU,1702250054
330,kristiansund,63.1115,7.732,1.36,75,75,2.57,NO,1702249765
331,amga,60.8953,131.9608,-27.6,91,100,3.93,RU,1702250055
332,faaa,-17.55,-149.6,30.98,66,20,4.63,PF,1702250056
333,tucuma,-0.1833,-50.05,26.51,82,40,4.05,BR,1702249792
334,aktau,43.65,51.2,-2.68,93,100,5.44,KZ,1702250057
335,mount isa,-20.7333,139.5,24.87,50,78,6.17,AU,1702250057
336,nuku'alofa,-21.1333,-175.2,28.19,61,40,3.6,TO,1702250024
337,tigpalay,7.4939,122.3431,26.09,84,24,0.84,PH,1702250058
338,sandakan,5.8402,118.1179,24.82,100,20,2.06,MY,1702250059
339,sao jose da coroa grande,-8.8978,-35.1478,26.08,75,52,4.66,BR,1702249838
340,achinsk,56.2694,90.4993,-36.56,100,35,1.34,RU,1702250060
341,betio village,1.358,172.9211,31.02,75,56,3.11,KI,1702250061
342,fabero,42.7738,-6.6182,12.35,86,100,0.89,ES,1702250061
343,banes,20.9625,-75.7186,25.98,82,43,7.59,CU,1702250063
344,shingu,33.7333,135.9833,14.13,74,93,1.78,JP,1702249785
345,vorkuta,67.5,64.0,-24.62,100,100,3.16,RU,1702250064
346,hermanus,-34.4187,19.2345,16.55,80,0,4.06,ZA,1702250065
347,swakopmund,-22.6833,14.5333,17.21,79,51,2.24,NA,1702250065
348,panama city beach,30.1766,-85.8055,13.01,85,100,7.72,US,1702250066
349,bella vista,36.4295,-94.2316,6.38,44,0,2.06,US,1702250066
350,talakan,50.3167,130.3667,-26.71,95,22,2.29,RU,1702249926
351,nsanje,-16.92,35.262,28.74,55,80,0.95,MW,1702250067
352,lamar,33.6668,-95.5836,8.88,36,0,2.06,US,1702250068
353,qaqortoq,60.7167,-46.0333,-9.61,75,79,2.34,GL,1702250014
354,jijiga,9.35,42.8,14.98,33,6,3.3,ET,1702250069
355,quellon,-43.1167,-73.6167,14.01,81,100,2.89,CL,1702250069
356,katima mulilo,-17.5,24.2667,21.7,82,100,0.83,NA,1702250070
357,laguna,38.421,-121.4238,16.12,56,0,2.06,US,1702250016
358,konarka,19.9,86.1167,16.22,61,0,2.63,IN,1702250070
359,grove,51.6095,-1.4219,11.2,86,75,6.69,GB,1702250071
360,meulaboh,4.1363,96.1285,24.81,90,97,0.86,ID,1702250072
361,awjilah,29.1081,21.2869,13.99,64,22,3.39,LY,1702250072
362,selibaby,15.159,-12.1829,25.52,16,5,4.81,MR,1702249775
363,newman,37.3138,-121.0208,17.13,53,100,1.79,US,1702250073
364,beau vallon,-20.4189,57.6953,25.68,75,98,5.68,MU,1702250074
365,lerwick,60.1545,-1.1494,7.0,71,100,7.48,GB,1702249786
366,kenai,60.5544,-151.2583,-5.48,92,100,14.4,US,1702250075
367,ulladulla,-35.35,150.4667,27.09,62,100,3.02,AU,1702250075
368,praia da vitoria,38.7333,-27.0667,17.64,72,0,5.34,PT,1702250076
369,myanaung,18.2833,95.3167,21.88,79,0,2.46,MM,1702250076
370,bougouni,11.417,-7.479,23.8,13,78,2.53,ML,1702250077
371,amherst,41.3978,-82.2224,3.82,82,100,6.17,US,1702250078
372,lorengau,-2.0226,147.2712,28.09,82,99,6.21,PG,1702249784
373,sirte,31.2089,16.5887,18.99,67,50,13.16,LY,1702250079
374,aguazul,5.1728,-72.5471,25.47,83,95,1.02,CO,1702250080
375,muroto-misakicho,33.2833,134.15,16.23,75,100,6.04,JP,1702250080
376,international falls,48.6011,-93.411,-6.03,89,7,0.45,US,1702250081
377,serov,59.6033,60.5787,-38.22,100,26,0.97,RU,1702250081
378,altinekin,38.3078,32.8686,3.31,76,82,1.97,TR,1702250082
379,labytnangi,66.6572,66.4183,-28.95,100,100,3.16,RU,1702250016
380,jianguang,28.1938,115.7836,15.14,89,100,4.28,CN,1702250083
381,muang khong,14.1167,105.85,21.02,85,80,1.46,LA,1702250083
382,manokwari,-0.8667,134.0833,26.85,77,100,1.65,ID,1702250083
383,lucas,41.6501,-83.6666,3.98,81,100,5.66,US,1702250084
384,tocopilla,-22.092,-70.1979,20.39,62,76,0.97,CL,1702250084
385,pasighat,28.0667,95.3333,14.58,88,49,1.61,IN,1702250085
386,ulsteinvik,62.3432,5.8487,3.07,87,42,2.68,NO,1702250086
387,ivisan,11.5217,122.6908,25.64,87,100,1.35,PH,1702250086
388,fort mcmurray,56.7268,-111.381,-0.23,59,20,6.69,CA,1702250087
389,caska,41.6506,21.6622,1.29,86,100,1.58,MK,1702250087
390,mili,6.0815,171.735,27.58,84,71,7.15,MH,1702250088
391,dunedin,-45.8742,170.5036,15.29,60,10,2.46,NZ,1702250088
392,okha,53.5739,142.9478,-19.72,87,100,10.99,RU,1702250011
393,sitka,57.0531,-135.33,3.94,81,75,2.06,US,1702250048
394,hammerfest,70.6634,23.6821,-4.75,68,75,3.6,NO,1702249928
395,khandyga,62.6667,135.6,-33.32,99,100,0.99,RU,1702250090
396,ferizli,40.9408,30.4858,4.13,87,78,0.27,TR,1702250091
397,uturoa,-16.7333,-151.4333,26.86,80,41,9.96,PF,1702250091
398,saint-denis,48.9167,2.3333,12.42,91,20,6.17,FR,1702250092
399,onega,63.9061,38.1404,-13.2,92,100,5.02,RU,1702250092
400,kibakwe,-6.7167,36.3667,18.77,91,88,1.68,TZ,1702250093
401,anse a galets,18.8317,-72.8642,28.24,69,2,3.97,HT,1702250093
402,vail,32.0479,-110.712,20.27,8,0,3.58,US,1702250094
403,bithur,26.6333,80.2833,14.39,36,7,1.51,IN,1702250094
404,chonchi,-42.6128,-73.8092,17.56,71,96,1.57,CL,1702250095
405,guajara mirim,-10.7828,-65.3394,27.32,75,63,1.38,BR,1702250095
406,antsiranana,-12.2787,49.2917,25.41,85,78,5.13,MG,1702250096
407,troitsko-pechorsk,62.7084,56.1964,-30.73,100,78,0.45,RU,1702250096
408,springs,-26.25,28.4,13.53,97,100,3.86,ZA,1702250096
409,scone,56.4194,-3.4051,5.16,89,100,0.89,GB,1702250097
410,st. john's,47.5649,-52.7093,-0.68,90,40,1.34,CA,1702250003
411,hongjiang,27.11,109.9956,12.85,94,100,2.72,CN,1702250098
412,viedma,-40.8135,-62.9967,24.19,30,25,8.5,AR,1702249816
413,richards bay,-28.783,32.0377,19.69,95,100,4.06,ZA,1702249876
414,puerto gaitan,4.3133,-72.0816,27.46,76,99,2.87,CO,1702250099
415,afaahiti,-17.75,-149.2833,29.93,83,89,11.06,PF,1702250083
416,polyarnyy,69.1989,33.4478,-12.24,87,95,7.7,RU,1702250100
417,dolbeau-mistassini,48.8763,-72.212,2.15,90,100,2.95,CA,1702249916
418,tezu,27.9167,96.1667,15.27,63,25,1.48,IN,1702250101
419,busembatia,0.7697,33.6131,18.75,92,86,0.24,UG,1702250103
420,pontiac,42.6389,-83.2911,3.78,87,100,2.57,US,1702250104
421,munuf,30.4658,30.9316,14.26,44,97,1.27,EG,1702250105
422,happy valley-goose bay,53.3168,-60.3315,3.77,84,100,7.43,CA,1702249939
423,sarmiento,-45.5882,-69.07,20.19,35,100,10.5,AR,1702250108
424,kirovskoye,42.6198,71.5891,-7.65,77,100,0.52,KG,1702250109
425,cradock,-32.1642,25.6192,11.88,78,63,2.1,ZA,1702250109
426,milford haven,51.7128,-5.0341,11.17,83,78,15.12,GB,1702250110
427,cockburn town,21.4612,-71.1419,25.98,73,40,6.69,TC,1702250110
428,tarakan,3.3,117.6333,24.72,100,40,1.03,ID,1702250111
429,murray bridge,-35.1167,139.2667,19.51,68,72,5.58,AU,1702250112
430,osakarovka,50.565,72.5692,-24.82,96,15,2.79,KZ,1702250112
431,aldinga beach,-35.2793,138.4604,20.9,81,76,8.78,AU,1702250113
432,khanu woralaksaburi,16.0617,99.8606,26.56,82,7,0.21,TH,1702250114
433,saint-joseph,-21.3667,55.6167,23.59,85,70,4.76,RE,1702250114
434,astrakhan,46.3497,48.0408,-5.05,62,75,6.0,RU,1702250078
435,val-d'or,48.1002,-77.7828,-1.95,93,100,3.09,CA,1702250116
436,paita,-5.0892,-81.1144,22.23,76,7,7.4,PE,1702250117
437,altamira,-3.2033,-52.2064,24.84,87,97,1.77,BR,1702250117
438,carahue,-38.7,-73.1667,14.13,80,99,3.56,CL,1702250118
439,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,95,100,6.71,RU,1702249981
440,bairnsdale,-37.8333,147.6167,20.03,95,100,0.89,AU,1702250119
441,gonzalez,30.5816,-87.2914,13.04,75,0,5.14,US,1702250119
442,fort st. john,56.2499,-120.8529,-2.06,69,40,4.63,CA,1702250120
443,sompeta,18.9333,84.6,20.58,74,1,1.92,IN,1702250121
444,brokopondo,4.75,-55.1667,27.09,78,97,3.07,SR,1702250121
445,tual,-5.6667,132.75,28.96,75,91,5.99,ID,1702250121
446,porto novo,6.4965,2.6036,26.51,83,4,2.87,BJ,1702250122
447,andreyevskoye,57.82,43.64,-15.57,94,100,5.0,RU,1702250122
448,katsuren-haebaru,26.3369,127.8719,22.01,88,5,3.75,JP,1702249979
449,tolanaro,-25.0319,46.9987,23.71,95,59,4.25,MG,1702250000
450,tromso,69.6496,18.957,-1.99,59,75,8.75,NO,1702249961
451,flin flon,54.7682,-101.865,-9.09,92,100,3.09,CA,1702250125
452,marka,1.7159,44.7717,26.35,85,18,6.19,SO,1702250126
453,cherdyn',60.403,56.4787,-31.31,100,44,1.12,RU,1702250126
454,abepura,-2.6333,140.5833,28.45,70,20,4.63,ID,1702250127
455,minas de marcona,-15.2119,-75.1103,17.23,71,80,5.8,PE,1702249956
456,general villegas,-35.0328,-63.0125,26.43,26,16,4.23,AR,1702250129
457,akyazi,40.685,30.6222,4.1,81,91,0.27,TR,1702250129
458,phan rang-thap cham,11.5667,108.9833,21.4,90,52,2.66,VN,1702250131
459,juankoski,63.0667,28.35,-12.64,95,97,2.62,FI,1702250131
460,svetlyy,54.675,20.1347,-0.91,96,100,5.34,RU,1702250132
461,katabu,-4.9333,122.5167,26.72,87,100,1.76,ID,1702250132
462,oroqen zizhiqi,50.5667,123.7167,-27.2,89,4,1.73,CN,1702250133
463,mugia,43.1041,-9.2179,18.28,86,100,11.21,ES,1702250032
464,glace bay,46.1969,-59.957,5.55,80,100,4.12,CA,1702250134
465,aral,40.5156,81.2636,-2.68,54,78,3.97,CN,1702250088
466,fallon,39.4735,-118.7774,7.18,38,0,2.06,US,1702249943
467,wau,7.7029,27.9953,27.03,27,18,0.61,SS,1702250135
468,bondorf,48.5207,8.8367,10.63,83,100,9.56,DE,1702250136
469,bengkulu,-3.8004,102.2655,23.6,91,100,1.55,ID,1702250053
470,zhuji,29.7188,120.2423,13.08,95,44,1.49,CN,1702250137
471,luderitz,-26.6481,15.1594,17.69,67,1,8.84,NA,1702250084
472,kearney,40.6995,-99.0815,6.95,38,20,2.57,US,1702250100
473,colesberg,-30.72,25.0972,13.15,69,79,6.46,ZA,1702250139
474,ola,59.5833,151.2833,-5.5,79,100,8.64,RU,1702250141
475,khadan khak,30.7477,67.7085,4.18,38,0,4.62,PK,1702250141
476,protaras,35.0125,34.0583,19.44,77,100,0.45,CY,1702250142
477,gisborne,-38.6533,178.0042,16.07,69,96,2.48,NZ,1702250142
478,hilo,19.7297,-155.09,26.25,93,100,3.09,US,1702249954
479,isangel,-19.55,169.2667,26.33,57,100,5.47,VU,1702250035
480,abalak,58.1286,68.5944,-29.25,97,12,2.79,RU,1702250144
481,rio verde de mato grosso,-18.9181,-54.8442,24.15,89,100,2.16,BR,1702250078
482,papao,-17.75,-149.55,30.82,83,64,12.44,PF,1702250145
483,salekhard,66.53,66.6019,-28.43,100,100,3.77,RU,1702250145
484,nguruka,-5.1092,31.0419,19.33,96,100,1.04,TZ,1702250146
485,valparaiso,-33.0393,-71.6273,19.71,72,75,4.63,CL,1702250146
486,yeppoon,-23.1333,150.7333,26.88,76,99,10.57,AU,1702250147
487,liezen,47.5667,14.2333,2.57,85,90,3.29,AT,1702250147
488,champerico,14.3,-91.9167,32.3,73,13,3.37,GT,1702250148
489,mermoz boabab,14.7065,-17.4758,24.31,73,100,7.39,SN,1702250148
490,fauske,67.2588,15.3918,-2.98,82,95,4.02,NO,1702250149
491,vadso,70.0744,29.7487,-10.91,85,75,9.77,NO,1702250149
492,malango,-2.9627,119.9001,21.31,93,99,1.04,ID,1702250150
493,maues,-3.3836,-57.7186,27.32,79,100,1.13,BR,1702250150
494,wurtulla,-26.7568,153.1256,27.25,68,100,1.34,AU,1702250151
495,cape coast,5.1053,-1.2466,26.94,81,86,3.28,GH,1702250151
496,prince rupert,54.3161,-130.3201,6.05,74,0,8.75,CA,1702250112
497,shivpuri,25.4333,77.65,14.39,52,0,1.14,IN,1702250152
498,truth or consequences,33.1284,-107.2528,11.06,17,0,0.0,US,1702250100
499,freetown,8.484,-13.2299,26.68,77,83,3.0,SL,1702250153
500,tabas,33.5959,56.9244,12.25,34,18,0.75,IR,1702249956
501,nuriootpa,-34.4833,139.0,19.72,71,70,10.0,AU,1702250155
502,talipaw,5.91,121.0944,26.33,83,82,0.08,PH,1702250155
503,pangkalanbuun,-2.6833,111.6167,23.92,97,100,0.53,ID,1702250025
504,gowurdak,37.8124,66.0466,9.32,42,95,1.31,TM,1702250157
505,suva,-18.1416,178.4415,26.71,57,40,4.63,FJ,1702250157
506,beswan,27.65,77.8833,13.3,36,4,1.64,IN,1702250158
507,el carmen,8.5106,-73.4478,22.94,86,90,2.03,CO,1702250158
508,bima,-8.4667,118.7167,26.89,88,100,1.31,ID,1702250159
509,zharkent,44.1628,80.0,-4.34,77,100,1.73,KZ,1702250159
510,pangody,65.85,74.4859,-32.34,97,86,3.58,RU,1702250160
511,al qadarif,14.0349,35.3834,25.82,26,12,3.55,SD,1702250160
512,l'aquila,42.365,13.3935,7.29,68,47,1.79,IT,1702250161
513,tieli,46.95,128.05,-30.7,99,20,1.38,CN,1702250162
514,ulcinj,41.9294,19.2244,4.99,79,37,3.56,ME,1702250162
515,rio segundo,-31.6526,-63.9099,27.78,29,0,4.16,AR,1702250163
516,ilebo,-4.3167,20.5833,21.45,91,99,0.68,CD,1702250163
517,corner brook,48.9667,-57.9484,-2.91,91,100,2.14,CA,1702250164
518,druzhba,52.0428,33.9453,-2.22,96,100,4.61,UA,1702250164
519,weno,7.4515,151.8468,28.97,79,100,3.6,FM,1702250165
520,borgarnes,64.5383,-21.9206,2.03,95,100,1.64,IS,1702250165
521,margate,51.3813,1.3862,11.17,77,1,8.49,GB,1702250144
522,shakawe,-18.3667,21.85,20.73,85,99,2.97,BW,1702250166
523,lu-uk,5.9684,121.3122,26.34,82,78,0.76,PH,1702250167
524,panjakent,39.4952,67.6093,6.09,36,74,3.06,TJ,1702250167
525,vilyuchinsk,52.9306,158.4028,2.15,98,100,1.71,RU,1702249926
526,mongoumba,3.6415,18.5936,23.88,69,87,0.88,CF,1702250168
527,salym,60.0625,71.4789,-31.65,98,9,2.03,RU,1702250169
528,sortavala,61.7053,30.6918,-7.77,94,100,5.81,RU,1702250169
529,filadelfia,39.9523,-75.1638,17.31,95,100,5.66,US,1702249931
530,mokhsogollokh,61.4681,128.9203,-26.92,87,100,4.77,RU,1702250170
531,dazhou,31.2159,107.5009,11.6,78,100,2.49,CN,1702250171
532,vanino,49.0869,140.2543,-21.71,68,1,6.18,RU,1702250171
533,hinton,53.4001,-117.5857,-0.91,77,100,1.76,CA,1702250172
534,khorixas,-20.3667,14.9667,18.97,41,1,2.04,NA,1702250172
535,rongelap,11.1635,166.8941,27.38,78,99,9.32,MH,1702250173
536,zhanaozen,43.3,52.8,-3.28,95,100,6.89,KZ,1702250173
537,nago,26.5881,127.9761,23.24,81,9,3.28,JP,1702250174
538,kirensk,57.7853,108.1119,-33.35,99,97,1.34,RU,1702250014
539,tynda,55.1667,124.7167,-37.33,96,11,1.86,RU,1702250175
540,lai chau,22.3997,103.4517,16.07,90,1,0.18,VN,1702250176
541,gaogou,34.0175,119.1886,1.9,89,100,7.22,CN,1702250176
542,villa gesell,-37.2639,-56.973,21.14,81,2,6.35,AR,1702249979
543,tandil,-37.3217,-59.1332,22.6,61,2,5.07,AR,1702250129
544,can-avid,11.9953,125.4472,26.38,87,100,4.84,PH,1702250178
545,camapua,-19.5314,-54.0439,23.73,88,87,0.93,BR,1702250178
546,salmon arm,50.6998,-119.3024,1.91,93,100,0.51,CA,1702250138
547,juneau,58.3019,-134.4197,1.0,83,100,3.09,US,1702249887
548,san pedro,14.35,121.0167,27.4,82,20,2.06,PH,1702250180
549,altai,46.3722,96.2583,-13.98,62,74,4.74,MN,1702250029
550,boundiali,9.5217,-6.4869,24.22,20,99,0.31,CI,1702250181
551,crestview,30.7621,-86.5705,11.26,87,0,4.63,US,1702250181
552,ad dabbah,18.05,30.95,21.54,18,32,2.32,SD,1702250182
553,pariaman,-0.619,100.12,25.03,90,91,1.25,ID,1702250182
554,hotan,37.0997,79.9269,0.99,32,49,3.66,CN,1702250020
555,sacele,45.6174,25.6943,-2.21,98,100,0.33,RO,1702250184
556,westport,41.1415,-73.3579,15.31,93,100,7.2,US,1702250184
557,dalandzadgad,43.5708,104.425,-8.33,63,21,1.27,MN,1702250185
558,kassala,15.451,36.4,26.36,39,50,3.24,SD,1702250185
559,fort-shevchenko,44.5086,50.263,0.26,90,98,8.14,KZ,1702250186
560,ubari,26.5921,12.7805,12.17,64,49,3.03,LY,1702250186
561,kurtamysh,54.9103,64.4319,-29.13,96,12,3.58,RU,1702250187
562,trenggalek,-8.05,111.7167,24.81,90,98,1.31,ID,1702250188
563,essaouira,31.5125,-9.77,16.72,36,22,1.03,MA,1702250188
564,jabor,5.921,169.6434,27.99,83,53,7.16,MH,1702250107
565,ouarzazat,30.9189,-6.8934,15.16,26,0,0.51,MA,1702250189
566,puerto san jose,13.9256,-90.8244,28.29,72,3,2.81,GT,1702249975
567,kasane,-17.8167,25.15,21.9,73,100,1.42,BW,1702250190
568,khanty-mansiysk,61.0042,69.0019,-40.94,60,7,1.0,RU,1702250192
569,andalgala,-27.5819,-66.3165,24.31,55,40,4.05,AR,1702250193
570,harper,4.375,-7.7169,26.72,82,22,3.13,LR,1702250193
